lon,lat,TransID,Observer,Depth Start,Depth End,Species,Confidence,Amount,Length,Depth_Category,Notes
24.98816,35.41562,ASSECret1210191SMSS_A,first,24.4,24.4,Sparisoma cretense,1,3,4,deep,NA
24.98816,35.41562,ASSECret1210191SMSS_B,first,18.8,18.8,Serranus cabrilla,1,1,8,deep,NA
24.98816,35.41562,ASSECret1210191SMSS_B,first,18.8,18.8,Serranus cabrilla,1,1,10,deep,NA
24.98816,35.41562,ASSECret1210191SMSS_B,first,18.8,18.8,Serranus cabrilla,1,1,12,deep,NA
24.98816,35.41562,ASSECret1210191SMSS_B,first,18.8,18.8,Serranus cabrilla,1,1,10,deep,NA
24.98816,35.41562,ASSECret1210191SMSS_B,first,18.8,18.8,Serranus cabrilla,1,8,8,deep,NA
24.98816,35.41562,ASSECret1210191SMSS_B,first,18.8,18.8,Chromis chromis,1,300,5,deep,NA
24.98816,35.41562,ASSECret1210191SMSS_B,first,18.8,18.8,Chromis chromis,1,300,6,deep,NA
24.98816,35.41562,ASSECret1210191SMSS_B,first,18.8,18.8,Siganus luridus,1,1,12,deep,NA
24.98816,35.41562,ASSECret1210191SMSS_B,first,18.8,18.8,Diplodus vulgaris,1,1,8,deep,NA
24.98816,35.41562,ASSECret1210191SMSS_B,first,18.8,18.8,Diplodus vulgaris,1,1,10,deep,NA
24.98816,35.41562,ASSECret1210191SMSS_B,first,18.8,18.8,Diplodus vulgaris,1,1,10,deep,NA
24.98816,35.41562,ASSECret1210191SMSS_B,first,18.8,18.8,Diplodus vulgaris,1,1,12,deep,NA
24.98816,35.41562,ASSECret1210191SMSS_B,first,18.8,18.8,Diplodus vulgaris,1,6,10,deep,NA
24.98816,35.41562,ASSECret1210191SMSS_B,first,18.8,18.8,Diplodus vulgaris,1,4,10,deep,NA
24.98816,35.41562,ASSECret1210191SMSS_B,first,18.8,18.8,Coris julis,1,2,8,deep,NA
24.98816,35.41562,ASSECret1210191SMSS_B,first,18.8,18.8,Coris julis,1,1,12,deep,NA
24.98816,35.41562,ASSECret1210191SMSS_B,first,18.8,18.8,Coris julis,1,1,10,deep,NA
24.98816,35.41562,ASSECret1210191SMSS_B,first,18.8,18.8,Coris julis,1,4,2,deep,NA
24.98816,35.41562,ASSECret1210191SMSS_B,first,18.8,18.8,Coris julis,1,3,10,deep,NA
24.98816,35.41562,ASSECret1210191SMSS_B,first,18.8,18.8,Coris julis,1,6,10,deep,NA
24.98816,35.41562,ASSECret1210191SMSS_B,first,18.8,18.8,Spondyliosoma cantharus,1,3,8,deep,NA
24.98816,35.41562,ASSECret1210191SMSS_B,first,18.8,18.8,Thalassoma pavo,1,4,4,deep,NA
24.98816,35.41562,ASSECret1210191SMSS_B,first,18.8,18.8,Thalassoma pavo,1,3,8,deep,NA
24.98816,35.41562,ASSECret1210191SMSS_B,first,18.8,18.8,Diplodus sargus,1,1,6,deep,NA
24.98816,35.41562,ASSECret1210191SMSS_B,first,18.8,18.8,Coris julis,1,4,6,deep,NA
24.98816,35.41562,ASSECret1210191SMSS_B,first,18.8,18.8,Diplodus annularis,1,1,6,deep,NA
24.98816,35.41562,ASSECret1210191SMSS_B,first,18.8,18.8,Sparisoma cretense,1,4,5,deep,NA
24.98816,35.41562,ASSECret1210191SCSO_A,first,26,25.2,Chromis chromis,1,50,5,deep,NA
24.98816,35.41562,ASSECret1210191SCSO_A,first,26,25.2,Chromis chromis,1,30,4,deep,NA
24.98816,35.41562,ASSECret1210191SCSO_A,first,26,25.2,Chromis chromis,1,120,8,deep,NA
24.98816,35.41562,ASSECret1210191SCSO_A,first,26,25.2,Coris julis,1,2,15,deep,NA
24.98816,35.41562,ASSECret1210191SCSO_A,first,26,25.2,Coris julis,1,2,17,deep,NA
24.98816,35.41562,ASSECret1210191SCSO_A,first,26,25.2,Coris julis,1,4,17,deep,NA
24.98816,35.41562,ASSECret1210191SCSO_A,first,26,25.2,Serranus cabrilla,1,1,17,deep,NA
24.98816,35.41562,ASSECret1210191SCSO_A,first,26,25.2,Serranus cabrilla,1,1,12,deep,NA
24.98816,35.41562,ASSECret1210191SCSO_A,first,26,25.2,Serranus cabrilla,1,1,25,deep,NA
24.98816,35.41562,ASSECret1210191SCSO_A,first,26,25.2,Thalassoma pavo,1,1,10,deep,NA
24.98816,35.41562,ASSECret1210191SCSO_A,first,26,25.2,Thalassoma pavo,1,1,14,deep,NA
24.98816,35.41562,ASSECret1210191SCSO_A,first,26,25.2,Serranus cabrilla,1,1,14,deep,NA
24.98816,35.41562,ASSECret1210191SCSO_A,first,26,25.2,Serranus cabrilla,1,1,20,deep,NA
24.98816,35.41562,ASSECret1210191SCSO_A,first,26,25.2,Serranus cabrilla,1,1,10,deep,NA
24.98816,35.41562,ASSECret1210191SCSO_A,first,26,25.2,Chromis chromis,1,15,10,deep,NA
24.98816,35.41562,ASSECret1210191SCSO_A,first,26,25.2,Coris julis,1,1,15,deep,NA
24.98816,35.41562,ASSECret1210191SCSO_A,first,26,25.2,Sparisoma cretense,1,1,25,deep,NA
24.98816,35.41562,ASSECret1210191SCSO_A,first,26,25.2,Scorpaena maderensis,2,1,12,deep,NA
24.98816,35.41562,ASSECret1210191SCSO_B,first,17,13.7,Apogon imberbis,1,1,7,medium,NA
24.98816,35.41562,ASSECret1210191SCSO_B,first,17,13.7,Apogon imberbis,1,1,6,medium,NA
24.98816,35.41562,ASSECret1210191SCSO_B,first,17,13.7,Apogon imberbis,1,2,8,medium,NA
24.98816,35.41562,ASSECret1210191SCSO_B,first,17,13.7,Diplodus vulgaris,1,2,10,medium,NA
24.98816,35.41562,ASSECret1210191SCSO_B,first,17,13.7,Diplodus vulgaris,1,1,10,medium,NA
24.98816,35.41562,ASSECret1210191SCSO_B,first,17,13.7,Thalassoma pavo,1,1,13,medium,NA
24.98816,35.41562,ASSECret1210191SCSO_B,first,17,13.7,Chromis chromis,1,35,7,medium,NA
24.98816,35.41562,ASSECret1210191SCSO_B,first,17,13.7,Diplodus annularis,1,1,12,medium,NA
24.98816,35.41562,ASSECret1210191SCSO_B,first,17,13.7,Diplodus annularis,1,1,11,medium,NA
24.98816,35.41562,ASSECret1210191SCSO_B,first,17,13.7,Coris julis,1,1,20,medium,NA
24.98816,35.41562,ASSECret1210191SCSO_B,first,17,13.7,Coris julis,1,4,13,medium,NA
24.98816,35.41562,ASSECret1210191SCSO_B,first,17,13.7,Coris julis,1,1,7,medium,NA
24.98816,35.41562,ASSECret1210191SCSO_B,first,17,13.7,Sparisoma cretense,1,5,6,medium,NA
24.98816,35.41562,ASSECret1210191SCSO_B,first,17,13.7,Sparisoma cretense,1,1,8,medium,NA
24.98816,35.41562,ASSECret1210191SCSO_B,first,17,13.7,Coris julis,1,6,10,medium,NA
24.98816,35.41562,ASSECret1210191SCSO_B,first,17,13.7,Coris julis,1,1,17,medium,NA
24.98816,35.41562,ASSECret1210191SCSO_B,first,17,13.7,Coris julis,1,6,10,medium,NA
24.98816,35.41562,ASSECret1210191SCSO_C,first,5.5,5.2,Chromis chromis,1,10,5,shallow,NA
24.98816,35.41562,ASSECret1210191SCSO_C,first,5.5,5.2,Chromis chromis,1,50,3,shallow,NA
24.98816,35.41562,ASSECret1210191SCSO_C,first,5.5,5.2,Diplodus annularis,1,1,10,shallow,NA
24.98816,35.41562,ASSECret1210191SCSO_C,first,5.5,5.2,Diplodus annularis,1,1,12,shallow,NA
24.98816,35.41562,ASSECret1210191SCSO_C,first,5.5,5.2,Diplodus annularis,1,2,11,shallow,NA
24.98816,35.41562,ASSECret1210191SCSO_C,first,5.5,5.2,Diplodus vulgaris,1,2,10,shallow,NA
24.98816,35.41562,ASSECret1210191SCSO_C,first,5.5,5.2,Diplodus sargus,1,3,12,shallow,NA
24.98816,35.41562,ASSECret1210191SCSO_C,first,5.5,5.2,Diplodus sargus,1,5,10,shallow,NA
24.98816,35.41562,ASSECret1210191SCSO_C,first,5.5,5.2,Thalassoma pavo,1,3,12,shallow,NA
24.98816,35.41562,ASSECret1210191SCSO_C,first,5.5,5.2,Thalassoma pavo,1,2,4,shallow,NA
24.98816,35.41562,ASSECret1210191SCSO_C,first,5.5,5.2,Sparisoma cretense,1,1,13,shallow,NA
24.98816,35.41562,ASSECret1210191SCSO_C,first,5.5,5.2,Sparisoma cretense,1,1,13,shallow,NA
24.98816,35.41562,ASSECret1210191SCSO_C,first,5.5,5.2,Sparisoma cretense,1,1,17,shallow,NA
24.98816,35.41562,ASSECret1210191SCSO_C,first,5.5,5.2,Sarpa salpa,1,4,17,shallow,NA
24.98816,35.41562,ASSECret1210191SCSO_C,first,5.5,5.2,Diplodus vulgaris,1,8,10,shallow,NA
24.98816,35.41562,ASSECret1210191SCSO_C,first,5.5,5.2,Diplodus vulgaris,1,3,10,shallow,NA
24.98816,35.41562,ASSECret1210191SCSO_C,first,5.5,5.2,Thalassoma pavo,1,1,12,shallow,NA
24.98816,35.41562,ASSECret1210191SCSO_C,first,5.5,5.2,Thalassoma pavo,1,1,8,shallow,NA
24.98816,35.41562,ASSECret1210191SCSO_C,first,5.5,5.2,Siganus rivulatus,1,90,16,shallow,NA
24.98816,35.41562,ASSECret1210191SCSO_C,first,5.5,5.2,Sparisoma cretense,1,3,10,shallow,NA
24.98816,35.41562,ASSECret1210191SCSO_C,first,5.5,5.2,Sparisoma cretense,1,1,18,shallow,NA
24.98816,35.41562,ASSECret1210191SCSO_C,first,5.5,5.2,Sparisoma cretense,1,2,12,shallow,NA
24.98816,35.41562,ASSECret1210191SCSO_C,first,5.5,5.2,Coris julis,1,1,17,shallow,NA
24.98816,35.41562,ASSECret1210191SCSO_C,first,5.5,5.2,Serranus cabrilla,1,1,10,shallow,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Chromis chromis,1,4000,8,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Chromis chromis,1,1,3,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Thalassoma pavo,1,2,10,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Thalassoma pavo,1,1,3,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Thalassoma pavo,1,1,8,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Thalassoma pavo,1,1,10,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Thalassoma pavo,1,2,8,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Siganus rivulatus,1,1,15,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Sparisoma cretense,1,9,18,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Diplodus sargus,1,1,14,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Diplodus sargus,1,2,10,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Diplodus sargus,1,1,12,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Diplodus sargus,1,2,8,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Diplodus vulgaris,1,1,14,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Diplodus vulgaris,1,2,8,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Diplodus vulgaris,1,6,8,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Diplodus vulgaris,1,1,14,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Serranus cabrilla,1,1,10,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Serranus cabrilla,1,1,8,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Serranus cabrilla,1,1,12,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Coris julis,1,2,8,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Coris julis,1,1,10,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Symphodus tinca,1,1,14,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Symphodus tinca,1,1,15,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Symphodus tinca,1,1,4,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Spicara maena,1,1,14,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Mullus surmuletus,1,1,8,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Mullus surmuletus,1,1,12,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Sparisoma cretense,1,1,10,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Sparisoma cretense,1,1,8,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Sparisoma cretense,1,1,10,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Sparisoma cretense,1,1,8,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Pagrus pagrus,1,1,12,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Pagrus pagrus,1,1,12,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_A,first,23.5,23.5,Atherina sp.,2,500,4,deep,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Diplodus sargus,1,1,6,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Diplodus sargus,1,3,8,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Thalassoma pavo,1,2,12,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Thalassoma pavo,1,1,10,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Thalassoma pavo,1,1,13,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Thalassoma pavo,1,1,12,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Thalassoma pavo,1,1,10,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Thalassoma pavo,1,2,2,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Thalassoma pavo,1,4,3,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Thalassoma pavo,1,1,4,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Thalassoma pavo,1,3,3,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Thalassoma pavo,1,1,10,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Thalassoma pavo,1,2,4,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Coris julis,1,1,8,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Coris julis,1,1,10,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Coris julis,1,1,8,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Coris julis,1,1,12,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Coris julis,1,1,14,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Coris julis,1,1,16,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Seriola dumerili,1,3,25,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Diplodus sargus,1,1,8,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Chromis chromis,1,1000,6,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Sparisoma cretense,1,1,12,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Sparisoma cretense,1,2,6,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Sparisoma cretense,1,1,20,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Sparisoma cretense,1,3,5,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Sparisoma cretense,1,1,18,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Sparisoma cretense,1,3,4,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Serranus cabrilla,1,1,8,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Serranus cabrilla,1,2,12,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Serranus cabrilla,1,1,10,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Serranus cabrilla,1,1,14,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Symphodus tinca,1,1,10,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Boops boops,1,700,6,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Spicara maena,1,300,6,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Oblada melanura,1,3,16,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Diplodus annularis,1,3,4,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Diplodus annularis,2,1,14,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Diplodus vulgaris,1,1,6,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Diplodus vulgaris,1,1,15,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Diplodus vulgaris,1,1,14,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Siganus luridus,1,1,20,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Siganus rivulatus,1,2,12,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Siganus rivulatus,1,10,18,medium,NA
24.98816,35.41562,ASSECret1210191MLHB_B,first,14.3,14.3,Mullus surmuletus,1,1,8,medium,NA
24.98816,35.41562,ASSECret1210192SMSS_A,first,21.5,21.5,Serranus cabrilla,1,1,10,deep,NA
24.98816,35.41562,ASSECret1210192SMSS_A,first,21.5,21.5,Serranus cabrilla,1,1,15,deep,NA
24.98816,35.41562,ASSECret1210192SMSS_A,first,21.5,21.5,Serranus cabrilla,1,1,12,deep,NA
24.98816,35.41562,ASSECret1210192SMSS_A,first,21.5,21.5,Serranus cabrilla,1,1,8,deep,NA
24.98816,35.41562,ASSECret1210192SMSS_A,first,21.5,21.5,Serranus cabrilla,1,1,15,deep,NA
24.98816,35.41562,ASSECret1210192SMSS_A,first,21.5,21.5,Serranus cabrilla,1,1,10,deep,NA
24.98816,35.41562,ASSECret1210192SMSS_A,first,21.5,21.5,Apogon imberbis,1,4,6,deep,NA
24.98816,35.41562,ASSECret1210192SMSS_A,first,21.5,21.5,Apogon imberbis,1,1,8,deep,NA
24.98816,35.41562,ASSECret1210192SMSS_A,first,21.5,21.5,Thalassoma pavo,1,2,8,deep,NA
24.98816,35.41562,ASSECret1210192SMSS_A,first,21.5,21.5,Thalassoma pavo,1,1,10,deep,NA
24.98816,35.41562,ASSECret1210192SMSS_A,first,21.5,21.5,Thalassoma pavo,1,1,12,deep,NA
24.98816,35.41562,ASSECret1210192SMSS_A,first,21.5,21.5,Thalassoma pavo,1,1,3,deep,NA
24.98816,35.41562,ASSECret1210192SMSS_A,first,21.5,21.5,Thalassoma pavo,1,1,15,deep,NA
24.98816,35.41562,ASSECret1210192SMSS_A,first,21.5,21.5,Thalassoma pavo,1,1,12,deep,NA
24.98816,35.41562,ASSECret1210192SMSS_A,first,21.5,21.5,Thalassoma pavo,1,1,10,deep,NA
24.98816,35.41562,ASSECret1210192SMSS_A,first,21.5,21.5,Thalassoma pavo,1,1,8,deep,NA
24.98816,35.41562,ASSECret1210192SMSS_A,first,21.5,21.5,Thalassoma pavo,1,1,10,deep,NA
24.98816,35.41562,ASSECret1210192SMSS_A,first,21.5,21.5,Gobius panellus,1,1,12,deep,NA
24.98816,35.41562,ASSECret1210192SMSS_A,first,21.5,21.5,Diplodus sargus,1,1,12,deep,NA
24.98816,35.41562,ASSECret1210192SMSS_A,first,21.5,21.5,Chromis chromis,1,6,3,deep,NA
24.98816,35.41562,ASSECret1210192SMSS_A,first,21.5,21.5,Chromis chromis,1,150,5,deep,NA
24.98816,35.41562,ASSECret1210192SMSS_A,first,21.5,21.5,Chromis chromis,1,1,6,deep,NA
24.98816,35.41562,ASSECret1210192SMSS_A,first,21.5,21.5,Coris julis,1,1,12,deep,NA
24.98816,35.41562,ASSECret1210192SMSS_A,first,21.5,21.5,Coris julis,1,1,15,deep,NA
24.98816,35.41562,ASSECret1210192SMSS_A,first,21.5,21.5,Coris julis,1,1,15,deep,NA
24.98816,35.41562,ASSECret1210192SMSS_A,first,21.5,21.5,Coris julis,1,1,18,deep,NA
24.98816,35.41562,ASSECret1210192SMSS_A,first,21.5,21.5,Serranus scriba,1,1,18,deep,NA
24.98816,35.41562,ASSECret1210192SMSS_A,first,21.5,21.5,Serranus scriba,1,1,15,deep,NA
24.98816,35.41562,ASSECret1210192SMSS_A,first,21.5,21.5,Diplodus vulgaris,1,1,10,deep,NA
24.98816,35.41562,ASSECret1210192SMSS_A,first,21.5,21.5,Sparisoma cretense,1,1,6,deep,NA
24.98816,35.41562,ASSECret1210192SMSS_A,first,21.5,21.5,Sparisoma cretense,1,1,15,deep,NA
